index.int32(),STATION.string(),NAME.string(),_id.date_ms(yyyy-MM-dd),AWND.double(),PGTM.double(),PRCP.double(),SNOW.double(),SNWD.double(),TAVG.double(),TMAX.double(),TMIN.double()
5778,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-20,3.1,0.0,0.0,0.0,0.0,6.3,8.9,3.9
5779,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-21,3.9,0.0,0.0,0.0,0.0,9.8,13.9,8.3
5780,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-22,5.9,0.0,1.0,0.0,0.0,11.2,13.9,3.3
5781,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-23,7.8,0.0,0.0,0.0,0.0,3.9,6.7,1.7
5782,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-24,5.3,0.0,0.0,0.0,0.0,3.5,8.3,0.6
5783,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-25,2.7,0.0,0.0,0.0,0.0,8.6,13.9,5.0
5784,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-26,7.2,0.0,2.0,0.0,0.0,8.9,10.6,3.3
5785,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-27,7.9,0.0,0.0,0.0,0.0,4.0,5.6,2.2
5786,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-28,2.3,0.0,0.0,0.0,0.0,2.9,6.7,1.1
5787,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-29,5.9,0.0,0.3,0.0,0.0,5.3,6.1,1.7
5788,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-11-30,4.2,0.0,0.0,0.0,0.0,3.1,6.1,1.1
5789,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-01,4.4,0.0,0.0,0.0,0.0,7.4,10.0,6.1
5790,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-02,5.5,0.0,1.0,0.0,0.0,11.3,15.6,7.8
5791,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-03,7.8,0.0,0.0,0.0,0.0,9.3,10.0,4.4
5792,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-04,3.1,0.0,0.0,0.0,0.0,5.9,9.4,3.9
5793,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-05,3.2,0.0,0.0,0.0,0.0,7.4,9.4,5.6
5794,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-06,6.4,0.0,11.2,0.0,0.0,10.7,16.1,7.8
5795,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-07,4.9,0.0,0.0,0.0,0.0,7.0,7.2,3.9
5796,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-08,4.1,0.0,1.0,0.0,0.0,4.5,6.1,2.2
5797,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-09,5.1,0.0,0.0,0.0,0.0,2.8,4.4,1.1
5798,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-10,3.0,0.0,0.0,0.0,0.0,6.7,10.6,4.4
5799,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-11,4.7,0.0,3.6,0.0,0.0,10.8,19.4,7.2
5800,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-12,7.5,0.0,0.0,0.0,0.0,10.7,15.0,6.7
5801,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-13,5.3,0.0,0.0,0.0,0.0,8.3,12.2,5.6
5802,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-14,4.1,0.0,0.0,0.0,0.0,10.1,12.2,6.7
5803,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-15,3.5,0.0,0.0,0.0,0.0,8.3,12.8,4.4
5804,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-16,5.1,0.0,0.0,0.0,0.0,13.6,17.2,12.8
5805,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-17,5.5,0.0,0.0,0.0,0.0,15.2,16.7,10.0
5806,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-18,3.4,0.0,2.3,0.0,0.0,7.6,10.0,4.4
5807,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-19,7.1,0.0,0.3,0.0,0.0,5.7,7.2,-0.5
5808,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-20,3.8,0.0,0.0,0.0,0.0,0.0,3.3,-2.7
5809,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-21,2.7,0.0,0.0,0.0,0.0,2.9,6.1,0.6
5810,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-22,7.2,0.0,4.1,0.0,0.0,6.2,8.9,1.7
5811,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-23,6.3,0.0,0.0,0.0,0.0,1.8,2.8,0.0
5812,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-24,3.5,0.0,0.5,15.0,30.0,1.7,3.9,-0.5
5813,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-25,2.5,0.0,4.1,0.0,0.0,4.7,10.6,2.2
5814,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-26,8.5,0.0,0.0,0.0,0.0,8.7,11.1,5.0
5815,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-27,3.8,0.0,2.0,0.0,0.0,3.7,5.0,1.7
5816,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-28,2.9,0.0,1.3,0.0,0.0,5.2,8.9,2.8
5817,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-29,3.6,0.0,4.1,0.0,0.0,6.3,6.7,5.6
5818,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-30,2.5,0.0,1.3,0.0,0.0,7.2,9.4,6.1
5819,USW00014732,"LAGUARDIA AIRPORT, NY US",2021-12-31,2.9,0.0,0.0,0.0,0.0,10.0,12.8,8.9
5820,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-01,2.8,0.0,19.3,0.0,0.0,11.6,13.9,10.0
5821,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-02,4.3,0.0,1.0,0.0,0.0,11.4,15.6,3.9
5822,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-03,6.4,0.0,0.0,0.0,0.0,1.4,3.9,-4.3
5823,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-04,3.9,0.0,0.0,0.0,0.0,-2.7,2.2,-6.0
5824,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-05,3.4,0.0,6.1,0.0,0.0,3.2,8.9,0.0
5825,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-06,5.0,0.0,0.0,0.0,0.0,4.9,6.1,2.2
5826,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-07,8.3,0.0,8.4,246.0,200.0,0.7,2.2,-2.1
5827,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-08,4.8,0.0,0.0,0.0,130.0,-2.5,0.0,-4.9
5828,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-09,4.9,0.0,2.8,0.0,80.0,1.4,5.6,-1.0
5829,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-10,7.5,0.0,0.0,0.0,0.0,1.6,5.6,-3.2
5830,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-11,6.4,0.0,0.0,0.0,0.0,-5.4,-3.2,-8.2
5831,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-12,4.4,0.0,0.0,0.0,0.0,-1.9,5.6,-6.6
5832,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-13,2.6,0.0,0.0,0.0,0.0,4.0,7.8,0.6
5833,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-14,7.6,0.0,0.0,0.0,0.0,4.8,6.1,-5.5
5834,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-15,5.8,0.0,0.0,0.0,0.0,-6.7,-5.5,-10.5
5835,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-16,5.5,0.0,9.1,15.0,0.0,-8.0,4.4,-12.1
5836,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-17,8.6,0.0,26.9,0.0,0.0,3.9,7.8,1.7
5837,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-18,8.4,0.0,0.0,0.0,0.0,1.8,3.3,-0.5
5838,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-19,4.7,0.0,0.0,0.0,0.0,3.2,10.6,-1.6
5839,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-20,5.4,0.0,6.4,8.0,0.0,5.1,8.3,-4.9
5840,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-21,6.2,0.0,0.0,0.0,0.0,-6.0,-4.9,-9.3
5841,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-22,3.4,0.0,0.0,0.0,0.0,-5.9,-1.0,-9.9
5842,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-23,4.2,0.0,0.3,5.0,0.0,-0.7,3.3,-3.2
5843,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-24,3.6,0.0,0.0,5.0,0.0,-0.2,3.3,-2.1
5844,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-25,4.7,0.0,0.0,0.0,0.0,3.6,6.1,-1.0
5845,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-26,5.6,0.0,0.0,0.0,0.0,-2.3,-1.0,-6.0
5846,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-27,3.7,0.0,0.0,0.0,0.0,-4.2,0.0,-7.7
5847,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-28,3.5,0.0,2.8,33.0,0.0,0.1,1.7,-1.0
5848,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-29,10.2,0.0,12.4,206.0,130.0,-4.8,-1.0,-9.3
5849,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-30,6.1,0.0,0.0,0.0,180.0,-7.1,-2.7,-9.9
5850,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-31,2.9,0.0,0.0,0.0,150.0,-3.4,-1.0,-7.1
5851,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-01,3.4,0.0,0.0,0.0,130.0,-1.7,2.8,-4.3
5852,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-02,2.3,0.0,0.0,0.0,100.0,2.3,5.6,-0.5
5853,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-03,2.6,0.0,10.7,0.0,50.0,6.4,8.9,3.9
5854,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-04,5.3,0.0,18.8,0.0,0.0,5.8,12.8,-2.1
5855,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-05,7.9,0.0,0.0,0.0,0.0,-2.8,-1.6,-6.0
5856,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-06,3.2,0.0,0.0,0.0,0.0,-4.8,0.0,-8.2
5857,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-07,3.1,0.0,3.8,0.0,0.0,0.5,4.4,-0.5
5858,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-08,5.7,0.0,2.0,0.0,0.0,4.1,8.3,1.1
5859,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-09,3.7,0.0,0.0,0.0,0.0,2.8,6.7,-0.5
5860,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-10,4.4,0.0,0.0,0.0,0.0,6.3,13.3,1.1
5861,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-11,5.0,0.0,0.0,0.0,0.0,8.6,13.3,2.8
5862,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-12,5.9,0.0,0.0,0.0,0.0,11.8,15.6,5.6
5863,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-13,4.7,0.0,4.8,61.0,30.0,2.8,5.6,-3.2
5864,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-14,7.9,0.0,0.0,0.0,50.0,-4.3,-2.7,-7.7
5865,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-15,4.9,0.0,0.0,0.0,0.0,-4.7,0.0,-7.7
5866,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-16,4.5,0.0,0.0,0.0,0.0,1.6,8.3,-2.7
5867,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-17,5.6,0.0,7.6,0.0,0.0,11.6,17.2,8.3
5868,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-18,9.1,0.0,6.4,0.0,0.0,9.9,17.2,-2.1
5869,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-19,7.6,0.0,0.0,0.0,0.0,0.1,5.0,-3.8
5870,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-20,5.8,0.0,0.0,0.0,0.0,-2.6,2.2,-5.5
5871,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-21,3.4,0.0,0.0,0.0,0.0,4.1,12.2,0.6
5872,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-22,4.5,0.0,5.8,0.0,0.0,5.6,13.3,2.2
5873,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-23,6.4,0.0,0.0,0.0,0.0,14.4,20.0,2.2
5874,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-24,4.8,0.0,0.0,0.0,0.0,1.1,2.2,-1.6
5875,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-25,6.6,0.0,20.8,8.0,0.0,0.8,6.1,-2.7
5876,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-26,5.0,0.0,0.0,0.0,0.0,-1.1,3.3,-4.3
5877,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-27,7.2,0.0,0.0,0.0,0.0,2.4,8.9,-1.0
5878,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-28,5.2,0.0,0.0,0.0,0.0,0.8,2.2,-2.7
5879,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-01,4.2,0.0,0.0,0.0,0.0,2.6,8.9,-0.5
5880,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-02,4.7,0.0,0.0,0.0,0.0,7.7,11.7,4.4
5881,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-03,8.2,0.0,0.8,0.0,0.0,5.6,8.9,-3.8
5882,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-04,4.2,0.0,0.0,0.0,0.0,-1.9,3.3,-5.5
5883,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-05,3.0,0.0,0.0,0.0,0.0,3.1,7.2,-0.5
5884,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-06,4.7,0.0,1.3,0.0,0.0,9.6,20.0,3.9
5885,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-07,6.2,0.0,1.3,0.0,0.0,18.2,23.3,10.0
5886,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-08,8.2,0.0,0.0,0.0,0.0,8.7,10.0,4.4
5887,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-09,4.4,0.0,14.7,15.0,0.0,3.2,5.0,0.6
5888,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-10,2.5,0.0,0.0,0.0,0.0,4.0,10.0,0.0
5889,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-11,3.1,0.0,0.0,0.0,0.0,7.2,11.7,2.2
5890,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-12,8.4,0.0,11.9,23.0,0.0,5.1,8.3,-3.8
5891,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-13,7.3,0.0,0.0,3.0,0.0,-2.3,1.7,-4.9
5892,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-14,4.4,0.0,0.0,0.0,0.0,5.3,13.9,1.1
5893,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-15,4.1,0.0,0.0,0.0,0.0,11.6,20.0,7.8
5894,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-16,3.5,0.0,0.0,0.0,0.0,13.6,17.8,6.1
5895,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-17,4.1,0.0,2.8,0.0,0.0,8.2,12.8,5.6
5896,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-18,3.4,0.0,0.0,0.0,0.0,13.9,22.8,9.4
5897,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-19,3.3,0.0,1.8,0.0,0.0,13.1,20.0,7.8
5898,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-20,7.3,0.0,0.0,0.0,0.0,14.3,16.1,7.8
5899,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-21,6.4,0.0,0.0,0.0,0.0,10.4,16.7,6.7
5900,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-22,7.2,0.0,0.0,0.0,0.0,10.7,13.9,6.7
5901,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-23,5.2,0.0,2.8,0.0,0.0,7.2,8.3,3.9
5902,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-24,7.6,0.0,25.9,0.0,0.0,5.7,8.3,3.9
5903,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-25,4.8,0.0,0.8,0.0,0.0,9.6,15.6,6.7
5904,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-26,5.5,0.0,1.0,0.0,0.0,10.4,11.7,6.1
5905,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-27,8.2,0.0,0.0,0.0,0.0,5.9,7.2,-1.0
5906,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-28,9.9,0.0,0.0,0.0,0.0,-1.5,0.0,-4.3
5907,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-29,8.5,0.0,0.0,0.0,0.0,-1.2,2.8,-3.8
5908,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-30,3.9,0.0,0.0,0.0,0.0,2.6,8.3,-1.0
5909,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-31,4.8,0.0,1.3,0.0,0.0,9.9,17.8,5.6
5910,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-01,7.6,0.0,6.6,0.0,0.0,13.1,16.1,6.1
5911,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-02,6.1,0.0,0.0,0.0,0.0,7.2,12.8,3.9
5912,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-03,4.0,0.0,2.3,0.0,0.0,7.0,7.8,5.0
5913,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-04,5.4,0.0,0.0,0.0,0.0,7.6,12.2,4.4
5914,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-05,3.4,0.0,1.5,0.0,0.0,9.7,12.8,6.7
5915,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-06,6.9,0.0,9.1,0.0,0.0,8.6,11.7,6.7
5916,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-07,7.5,0.0,24.6,0.0,0.0,9.1,13.3,7.8
5917,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-08,4.7,0.0,1.0,0.0,0.0,12.8,17.8,10.0
5918,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-09,4.4,0.0,0.5,0.0,0.0,11.4,13.3,8.9
5919,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-10,7.9,0.0,0.0,0.0,0.0,8.6,9.4,6.1
5920,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-11,4.7,0.0,0.0,0.0,0.0,8.8,15.6,5.6
5921,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-12,3.3,0.0,1.0,0.0,0.0,13.4,21.7,10.0
5922,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-13,3.4,0.0,0.0,0.0,0.0,15.4,20.6,10.0
5923,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-14,4.9,0.0,2.8,0.0,0.0,16.3,21.7,12.8
5924,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-15,5.5,0.0,0.0,0.0,0.0,15.7,20.6,10.6
5925,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-16,5.6,0.0,3.6,0.0,0.0,15.7,21.1,7.2
5926,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-17,7.0,0.0,0.0,0.0,0.0,8.3,10.0,5.6
5927,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-18,5.7,0.0,23.4,0.0,0.0,7.9,11.7,5.0
5928,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-19,8.8,0.0,29.0,0.0,0.0,7.6,10.0,4.4
5929,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-20,5.5,0.0,0.0,0.0,0.0,9.4,15.6,6.1
5930,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-21,5.4,0.0,0.0,0.0,0.0,10.6,15.0,7.2
5931,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-22,4.8,0.0,0.0,0.0,0.0,14.6,20.0,11.1
5932,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-23,3.1,0.0,0.0,0.0,0.0,13.3,16.1,10.0
5933,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-24,4.1,0.0,0.0,0.0,0.0,12.8,15.6,8.9
5934,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-25,4.2,0.0,0.0,0.0,0.0,10.4,14.4,7.8
5935,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-26,3.8,0.0,1.3,0.0,0.0,11.5,15.6,10.0
5936,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-27,9.6,0.0,0.0,0.0,0.0,11.6,15.0,5.6
5937,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-28,9.3,0.0,0.0,0.0,0.0,8.2,13.3,5.0
5938,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-29,7.7,0.0,0.0,0.0,0.0,10.4,16.7,5.6
5939,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-30,3.6,0.0,0.0,0.0,0.0,12.9,19.4,8.3
5940,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-01,3.8,0.0,0.0,0.0,0.0,13.6,19.4,8.9
5941,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-02,4.3,0.0,8.9,0.0,0.0,12.1,13.9,10.0
5942,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-03,4.5,0.0,0.0,0.0,0.0,12.4,16.1,10.0
5943,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-04,2.7,0.0,3.0,0.0,0.0,12.0,19.4,10.0
5944,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-05,4.1,0.0,0.0,0.0,0.0,17.2,21.7,13.3
5945,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-06,3.8,0.0,18.8,0.0,0.0,14.8,16.7,10.0
5946,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-07,8.9,0.0,26.9,0.0,0.0,10.0,11.1,7.8
5947,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-08,8.0,0.0,0.5,0.0,0.0,10.4,15.0,7.8
5948,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-09,7.0,0.0,0.0,0.0,0.0,13.5,20.6,8.3
5949,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-10,6.4,0.0,0.0,0.0,0.0,15.4,21.7,11.7
5950,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-11,4.1,0.0,0.0,0.0,0.0,16.1,24.4,11.7
5951,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-12,4.2,0.0,0.0,0.0,0.0,17.1,22.2,13.9
5952,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-13,3.9,0.0,0.0,0.0,0.0,16.0,18.9,13.3
5953,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-14,2.9,0.0,7.1,0.0,0.0,17.9,23.3,14.4
5954,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-15,3.1,0.0,0.5,0.0,0.0,18.8,25.6,15.0
5955,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-16,4.6,0.0,11.9,0.0,0.0,20.4,23.9,16.7
5956,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-17,7.0,0.0,0.0,0.0,0.0,19.7,25.6,15.0
5957,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-18,4.9,0.0,0.0,0.0,0.0,17.8,22.8,13.9
5958,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-19,3.0,0.0,18.3,0.0,0.0,15.5,20.0,12.8
5959,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-20,3.7,0.0,11.2,0.0,0.0,15.4,20.0,12.2
5960,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-21,2.6,0.0,0.0,0.0,0.0,21.2,32.8,14.4
5961,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-22,3.8,0.0,0.0,0.0,0.0,27.8,33.3,21.7
5962,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-23,5.0,0.0,0.0,0.0,0.0,21.0,22.8,16.7
5963,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-24,5.1,0.0,0.0,0.0,0.0,17.4,18.3,14.4
5964,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-25,3.6,0.0,0.0,0.0,0.0,16.2,21.1,12.8
5965,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-26,4.5,0.0,0.0,0.0,0.0,16.4,21.1,12.8
5966,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-27,4.4,0.0,4.1,0.0,0.0,20.2,26.1,17.8
5967,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-28,3.5,0.0,6.9,0.0,0.0,20.4,25.0,17.2
5968,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-29,2.6,0.0,0.0,0.0,0.0,20.7,26.1,16.7
5969,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-30,3.6,0.0,0.0,0.0,0.0,23.3,30.0,18.3
5970,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-31,5.1,0.0,0.0,0.0,0.0,28.3,33.9,17.2
5971,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-01,5.1,0.0,21.3,0.0,0.0,17.8,19.4,15.0
5972,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-02,3.1,0.0,13.2,0.0,0.0,20.3,28.3,16.7
5973,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-03,3.8,0.0,0.0,0.0,0.0,19.5,23.9,16.1
5974,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-04,3.0,0.0,0.0,0.0,0.0,21.9,27.2,17.2
5975,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-05,3.2,0.0,0.0,0.0,0.0,20.0,24.4,15.6
5976,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-06,3.0,0.0,0.0,0.0,0.0,22.2,27.2,17.8
5977,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-07,6.9,0.0,1.3,0.0,0.0,21.8,25.6,18.3
5978,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-08,4.1,0.0,0.0,0.0,0.0,23.7,29.4,19.4
5979,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-09,6.5,0.0,17.8,0.0,0.0,24.4,29.4,18.9
5980,USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-10,4.4,0.0,0.0,0.0,0.0,21.8,26.7,17.8
