index.int32(),STATION.string(),NAME.string(),_id.date_ms(yyyy-MM-dd),AWND.double(),PGTM.double(),PRCP.double(),SNOW.double(),SNWD.double(),TAVG.double(),TMAX.double(),TMIN.double()
5148,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-29,7.3,0.0,0.0,0.0,0.0,0.9,2.2,-2.7
5149,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-01,6.0,0.0,0.0,0.0,0.0,0.1,6.7,-3.2
5150,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-02,4.6,0.0,0.0,0.0,0.0,7.4,13.3,3.3
5151,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-03,4.3,0.0,7.4,0.0,0.0,11.8,15.0,9.4
5152,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-04,8.2,0.0,0.0,0.0,0.0,10.8,13.9,7.8
5153,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-05,5.8,0.0,0.0,0.0,0.0,8.0,11.1,4.4
5154,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-06,5.6,0.0,3.6,0.0,0.0,5.8,7.2,3.3
5155,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-07,6.5,0.0,0.0,0.0,0.0,4.8,8.3,2.2
5156,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-08,4.5,0.0,0.0,0.0,0.0,7.1,15.6,2.8
5157,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-09,5.0,0.0,0.0,0.0,0.0,14.2,22.2,7.8
5158,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-10,5.9,0.0,0.0,0.0,0.0,16.1,19.4,12.8
5159,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-11,3.8,0.0,0.0,0.0,0.0,11.7,13.3,6.7
5160,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-12,4.1,0.0,0.5,0.0,0.0,7.7,10.0,5.0
5161,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-13,7.2,0.0,6.9,0.0,0.0,11.7,21.1,6.1
5162,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-14,6.4,0.0,0.0,0.0,0.0,10.5,12.8,6.7
5163,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-15,4.2,0.0,0.0,0.0,0.0,8.4,12.2,5.0
5164,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-16,6.2,0.0,0.0,0.0,0.0,4.6,6.1,0.6
5165,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-17,3.9,0.0,3.8,0.0,0.0,7.3,12.8,5.6
5166,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-18,4.3,0.0,0.0,0.0,0.0,9.3,11.7,6.7
5167,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-19,4.3,0.0,25.9,0.0,0.0,7.8,11.1,5.6
5168,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-20,4.9,0.0,0.0,0.0,0.0,12.6,25.6,8.3
5169,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-21,5.9,0.0,0.0,0.0,0.0,12.3,18.3,5.0
5170,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-22,6.0,0.0,0.0,0.0,0.0,4.3,6.7,1.1
5171,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-23,6.5,0.0,36.6,0.0,0.0,3.7,5.6,2.8
5172,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-24,4.6,0.0,0.0,0.0,0.0,6.2,12.2,2.8
5173,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-25,7.0,0.0,0.3,0.0,0.0,6.4,7.2,5.0
5174,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-26,3.8,0.0,0.0,0.0,0.0,7.6,15.0,3.9
5175,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-27,2.8,0.0,0.0,0.0,0.0,13.3,20.0,10.0
5176,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-28,5.0,0.0,10.7,0.0,0.0,9.5,10.6,7.2
5177,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-29,8.2,0.0,0.3,0.0,0.0,7.3,8.9,7.2
5178,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-30,3.4,0.0,1.8,0.0,0.0,7.6,10.0,5.6
5179,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-03-31,4.1,0.0,1.8,0.0,0.0,7.1,9.4,5.0
5180,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-01,5.6,0.0,0.0,0.0,0.0,7.3,12.8,3.3
5181,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-02,8.8,0.0,0.0,0.0,0.0,9.3,14.4,4.4
5182,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-03,8.3,0.0,2.0,0.0,0.0,9.9,11.1,7.8
5183,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-04,4.0,0.0,0.0,0.0,0.0,10.9,15.6,7.8
5184,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-05,2.8,0.0,0.0,0.0,0.0,11.1,17.8,8.3
5185,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-06,4.0,0.0,1.5,0.0,0.0,12.6,18.9,8.9
5186,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-07,4.0,0.0,0.0,0.0,0.0,14.4,18.9,11.7
5187,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-08,3.1,0.0,5.8,0.0,0.0,12.9,17.2,9.4
5188,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-09,6.6,0.0,6.6,0.0,0.0,11.2,14.4,6.7
5189,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-10,9.8,0.0,0.3,0.0,0.0,7.4,9.4,3.9
5190,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-11,6.1,0.0,0.0,0.0,0.0,8.0,13.3,4.4
5191,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-12,4.7,0.0,0.0,0.0,0.0,11.4,16.7,6.1
5192,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-13,8.5,0.0,43.7,0.0,0.0,13.8,20.6,11.7
5193,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-14,5.6,0.0,0.0,0.0,0.0,13.1,15.6,8.9
5194,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-15,5.6,0.0,0.0,0.0,0.0,9.2,11.7,6.1
5195,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-16,8.3,0.0,0.0,0.0,0.0,8.4,9.4,4.4
5196,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-17,4.9,0.0,1.3,0.0,0.0,6.4,10.6,3.9
5197,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-18,4.7,0.0,5.1,0.0,0.0,6.8,8.3,5.6
5198,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-19,5.5,0.0,0.0,0.0,0.0,10.1,17.2,5.6
5199,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-20,3.2,0.0,0.0,0.0,0.0,12.2,13.9,9.4
5200,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-21,6.9,0.0,8.4,0.0,0.0,11.1,15.6,5.0
5201,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-22,8.1,0.0,0.0,0.0,0.0,6.5,10.6,3.3
5202,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-23,3.5,0.0,3.3,0.0,0.0,7.4,10.0,5.0
5203,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-24,5.4,0.0,12.2,0.0,0.0,8.2,10.0,6.1
5204,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-25,2.6,0.0,0.0,0.0,0.0,11.3,17.8,6.1
5205,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-26,7.1,0.0,1.8,0.0,0.0,9.5,10.0,6.1
5206,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-27,6.4,0.0,0.0,0.0,0.0,7.2,9.4,4.4
5207,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-28,4.0,0.0,0.0,0.0,0.0,10.4,18.9,6.1
5208,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-29,5.6,0.0,0.3,0.0,0.0,10.6,13.9,7.8
5209,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-04-30,8.4,0.0,22.1,0.0,0.0,12.6,17.2,9.4
5210,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-01,4.1,0.0,5.6,0.0,0.0,14.6,18.9,12.8
5211,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-02,5.1,0.0,0.0,0.0,0.0,16.6,22.8,11.7
5212,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-03,4.4,0.0,0.8,0.0,0.0,19.7,27.2,12.8
5213,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-04,6.8,0.0,0.0,0.0,0.0,19.5,22.2,10.6
5214,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-05,4.7,0.0,0.0,0.0,0.0,12.1,17.8,8.3
5215,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-06,4.5,0.0,0.8,0.0,0.0,10.9,11.1,8.3
5216,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-07,4.8,0.0,0.0,0.0,0.0,12.6,19.4,9.4
5217,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-08,4.0,0.0,9.7,0.0,0.0,11.7,14.4,3.3
5218,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-09,9.6,0.0,0.8,0.0,0.0,5.7,9.4,2.2
5219,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-10,7.0,0.0,0.0,0.0,0.0,10.2,18.3,5.0
5220,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-11,5.7,0.0,2.5,0.0,0.0,13.2,16.1,7.8
5221,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-12,7.7,0.0,0.0,0.0,0.0,10.6,15.6,7.2
5222,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-13,4.6,0.0,0.0,0.0,0.0,11.3,17.8,6.1
5223,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-14,4.0,0.0,0.0,0.0,0.0,13.7,18.3,8.9
5224,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-15,5.1,0.0,1.0,0.0,0.0,21.3,30.0,14.4
5225,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-16,4.8,0.0,0.0,0.0,0.0,22.1,25.0,15.0
5226,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-17,4.2,0.0,0.0,0.0,0.0,16.3,20.0,12.8
5227,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-18,4.7,0.0,0.0,0.0,0.0,15.2,19.4,12.8
5228,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-19,7.4,0.0,0.0,0.0,0.0,15.8,20.6,12.2
5229,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-20,5.6,0.0,0.0,0.0,0.0,13.9,18.3,10.0
5230,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-21,3.2,0.0,0.0,0.0,0.0,13.1,19.4,8.9
5231,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-22,3.2,0.0,0.3,0.0,0.0,17.6,25.0,13.3
5232,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-23,4.7,0.0,8.4,0.0,0.0,17.3,19.4,13.3
5233,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-24,5.1,0.0,0.0,0.0,0.0,14.8,20.6,11.1
5234,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-25,4.2,0.0,0.3,0.0,0.0,15.8,19.4,13.3
5235,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-26,3.1,0.0,0.0,0.0,0.0,18.3,25.0,14.4
5236,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-27,3.6,0.0,0.0,0.0,0.0,19.2,25.6,15.6
5237,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-28,4.9,0.0,0.0,0.0,0.0,20.2,24.4,17.8
5238,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-29,4.7,0.0,0.3,0.0,0.0,22.0,27.8,18.3
5239,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-30,5.2,0.0,0.0,0.0,0.0,22.6,28.9,18.9
5240,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-05-31,7.0,0.0,0.0,0.0,0.0,19.7,21.7,14.4
5241,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-01,4.5,0.0,0.0,0.0,0.0,16.7,22.2,12.2
5242,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-02,3.7,0.0,0.0,0.0,0.0,20.2,24.4,17.2
5243,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-03,4.0,0.0,4.8,0.0,0.0,22.6,27.8,17.2
5244,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-04,3.2,0.0,3.6,0.0,0.0,25.1,31.1,20.6
5245,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-05,3.9,0.0,6.9,0.0,0.0,23.9,28.3,20.6
5246,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-06,4.0,0.0,2.8,0.0,0.0,25.2,32.2,20.6
5247,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-07,5.0,0.0,0.0,0.0,0.0,22.7,25.6,18.3
5248,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-08,3.1,0.0,0.0,0.0,0.0,21.9,27.2,17.2
5249,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-09,3.7,0.0,0.0,0.0,0.0,25.9,32.8,20.0
5250,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-10,5.6,0.0,0.0,0.0,0.0,25.3,29.4,20.6
5251,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-11,4.6,0.0,1.3,0.0,0.0,23.2,28.3,21.1
5252,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-12,3.9,0.0,0.0,0.0,0.0,25.5,31.1,21.1
5253,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-13,4.7,0.0,0.0,0.0,0.0,21.6,25.0,15.6
5254,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-14,3.9,0.0,0.0,0.0,0.0,18.3,23.9,12.8
5255,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-15,3.9,0.0,0.0,0.0,0.0,20.0,25.0,16.7
5256,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-16,3.7,0.0,0.0,0.0,0.0,21.0,26.7,17.2
5257,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-17,4.5,0.0,0.0,0.0,0.0,21.1,26.1,17.2
5258,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-18,3.5,0.0,0.0,0.0,0.0,21.2,25.6,18.3
5259,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-19,3.8,0.0,0.0,0.0,0.0,23.6,30.0,19.4
5260,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-20,3.1,0.0,0.0,0.0,0.0,25.7,31.1,22.2
5261,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-21,3.2,0.0,0.0,0.0,0.0,26.3,31.1,22.8
5262,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-22,3.5,0.0,0.0,0.0,0.0,27.8,33.9,23.9
5263,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-23,4.9,0.0,0.0,0.0,0.0,27.4,30.6,24.4
5264,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-24,5.0,0.0,0.0,0.0,0.0,26.9,31.7,24.4
5265,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-25,3.8,0.0,0.0,0.0,0.0,27.3,31.7,23.3
5266,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-26,4.0,0.0,0.0,0.0,0.0,26.6,32.2,22.8
5267,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-27,2.7,0.0,6.4,0.0,0.0,26.9,29.4,22.8
5268,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-28,2.5,0.0,0.5,0.0,0.0,27.7,33.9,22.2
5269,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-29,3.9,0.0,1.8,0.0,0.0,26.2,31.7,22.2
5270,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-06-30,3.3,0.0,0.0,0.0,0.0,23.4,27.2,21.1
5271,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-01,3.0,0.0,0.0,0.0,0.0,23.5,28.9,20.0
5272,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-02,2.6,0.0,0.0,0.0,0.0,26.7,35.0,20.6
5273,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-03,3.6,0.0,9.1,0.0,0.0,28.9,34.4,22.2
5274,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-04,3.9,0.0,0.0,0.0,0.0,24.4,31.1,21.1
5275,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-05,3.3,0.0,0.0,0.0,0.0,27.3,35.6,23.3
5276,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-06,3.4,0.0,1.3,0.0,0.0,28.8,35.6,23.3
5277,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-07,4.5,0.0,0.0,0.0,0.0,24.1,27.2,22.2
5278,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-08,4.0,0.0,0.3,0.0,0.0,27.2,31.7,25.0
5279,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-09,3.6,0.0,0.0,0.0,0.0,28.4,32.8,25.6
5280,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-10,7.2,0.0,62.2,0.0,0.0,24.9,26.1,23.3
5281,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-11,4.9,0.0,1.5,0.0,0.0,26.4,31.1,23.9
5282,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-12,5.1,0.0,1.3,0.0,0.0,28.0,33.9,24.4
5283,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-13,4.0,0.0,0.0,0.0,0.0,28.3,32.8,24.4
5284,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-14,4.2,0.0,0.0,0.0,0.0,27.3,31.7,23.3
5285,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-15,4.4,0.0,0.0,0.0,0.0,25.2,27.8,22.2
5286,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-16,4.7,0.0,0.0,0.0,0.0,23.9,26.7,21.7
5287,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-17,3.8,0.0,1.0,0.0,0.0,24.4,30.0,21.7
5288,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-18,2.8,0.0,0.0,0.0,0.0,28.1,35.0,23.3
5289,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-19,4.7,0.0,0.0,0.0,0.0,30.6,36.1,26.7
5290,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-20,3.8,0.0,0.0,0.0,0.0,31.5,36.1,28.9
5291,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-21,3.5,0.0,0.0,0.0,0.0,30.6,35.0,26.1
5292,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-22,3.5,0.0,21.3,0.0,0.0,29.2,35.0,23.3
5293,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-23,4.2,0.0,0.8,0.0,0.0,27.3,33.3,24.4
5294,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-24,3.0,0.0,7.1,0.0,0.0,26.4,27.2,23.3
5295,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-25,2.9,0.0,0.0,0.0,0.0,27.8,33.3,23.3
5296,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-26,4.2,0.0,0.0,0.0,0.0,30.5,35.0,26.7
5297,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-27,5.1,0.0,0.0,0.0,0.0,32.2,36.1,27.2
5298,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-28,4.6,0.0,0.0,0.0,0.0,32.2,36.1,28.3
5299,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-29,3.8,0.0,0.0,0.0,0.0,29.2,32.2,25.6
5300,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-30,3.1,0.0,0.3,0.0,0.0,30.6,35.6,26.7
5301,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-07-31,2.5,0.0,14.2,0.0,0.0,25.6,28.9,22.2
5302,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-01,3.5,0.0,0.0,0.0,0.0,27.4,32.2,23.3
5303,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-02,6.1,0.0,0.0,0.0,0.0,28.0,32.2,25.0
5304,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-03,4.6,0.0,8.9,0.0,0.0,30.1,33.9,23.3
5305,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-04,7.2,0.0,11.4,0.0,0.0,25.9,28.3,22.8
5306,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-05,3.7,0.0,0.0,0.0,0.0,28.0,32.2,25.0
5307,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-06,2.8,0.0,0.0,0.0,0.0,26.0,27.8,22.8
5308,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-07,3.6,0.0,11.2,0.0,0.0,24.3,26.7,21.7
5309,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-08,2.8,0.0,0.0,0.0,0.0,24.8,29.4,22.2
5310,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-09,3.8,0.0,0.0,0.0,0.0,26.6,31.7,23.9
5311,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-10,3.8,0.0,0.0,0.0,0.0,29.3,35.0,26.1
5312,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-11,4.3,0.0,0.0,0.0,0.0,29.2,31.7,26.7
5313,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-12,2.6,0.0,37.8,0.0,0.0,28.2,33.3,25.0
5314,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-13,2.9,0.0,2.8,0.0,0.0,26.1,27.8,23.9
5315,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-14,3.8,0.0,0.0,0.0,0.0,26.3,31.1,23.3
5316,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-15,5.3,0.0,0.0,0.0,0.0,25.8,29.4,22.8
5317,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-16,6.5,0.0,3.3,0.0,0.0,22.2,22.8,20.6
5318,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-17,3.7,0.0,21.3,0.0,0.0,22.9,28.3,20.0
5319,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-18,2.9,0.0,3.3,0.0,0.0,24.0,30.0,19.4
5320,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-19,2.6,0.0,3.6,0.0,0.0,23.3,25.0,20.6
5321,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-20,3.0,0.0,0.0,0.0,0.0,23.4,28.3,20.0
5322,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-21,4.8,0.0,0.0,0.0,0.0,25.6,31.1,22.2
5323,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-22,3.8,0.0,0.0,0.0,0.0,27.9,33.3,25.0
5324,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-23,3.1,0.0,0.0,0.0,0.0,27.8,30.6,25.0
5325,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-24,3.7,0.0,0.0,0.0,0.0,28.9,33.9,25.6
5326,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-25,4.7,0.0,9.1,0.0,0.0,29.3,33.9,21.7
5327,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-26,5.8,0.0,0.0,0.0,0.0,24.2,26.1,21.1
5328,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-27,4.1,0.0,10.9,0.0,0.0,26.9,34.4,22.2
5329,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-28,4.2,0.0,0.3,0.0,0.0,26.8,31.7,23.9
5330,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-29,4.7,0.0,0.5,0.0,0.0,25.4,28.9,23.9
5331,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-30,6.5,0.0,0.0,0.0,0.0,24.7,27.2,21.1
5332,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-08-31,3.4,0.0,0.0,0.0,0.0,22.2,25.0,19.4
5333,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-01,4.2,0.0,4.6,0.0,0.0,23.2,27.2,20.0
5334,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-02,3.5,0.0,2.8,0.0,0.0,23.8,27.2,21.1
5335,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-03,2.9,0.0,29.5,0.0,0.0,26.6,31.7,22.8
5336,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-04,4.0,0.0,0.0,0.0,0.0,25.9,30.6,22.8
5337,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-05,3.6,0.0,0.0,0.0,0.0,24.2,27.8,20.6
5338,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-06,3.8,0.0,0.0,0.0,0.0,24.3,29.4,21.1
5339,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-07,3.8,0.0,0.0,0.0,0.0,24.1,27.2,21.1
5340,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-08,3.1,0.0,0.0,0.0,0.0,24.4,28.9,21.7
5341,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-09,3.0,0.0,1.5,0.0,0.0,24.1,27.2,22.2
5342,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-10,2.9,0.0,36.3,0.0,0.0,25.7,29.4,23.9
5343,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-11,4.2,0.0,0.0,0.0,0.0,24.4,26.1,19.4
5344,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-12,5.0,0.0,0.0,0.0,0.0,20.2,22.8,17.2
5345,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-13,4.3,0.0,0.0,0.0,0.0,20.9,25.0,17.8
5346,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-14,6.0,0.0,0.0,0.0,0.0,23.5,25.0,16.7
5347,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-15,3.9,0.0,0.0,0.0,0.0,16.8,19.4,12.8
5348,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-16,3.7,0.0,0.0,0.0,0.0,18.7,22.8,15.6
5349,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-17,3.1,0.0,0.0,0.0,0.0,21.8,25.0,18.9
5350,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-18,6.4,0.0,0.0,0.0,0.0,20.4,21.7,13.9
5351,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-09-19,5.2,0.0,0.0,0.0,0.0,15.1,18.3,10.6
